37,0,0,0,0
38,0,0,0,0
39,0,0,0,0
37,1,0,0,0
38,1,0,0,0
39,1,0,0,0
37,2,0,0,0
38,2,0,0,0
39,2,0,0,0
37,3,0,0,0
38,3,0,0,0
39,3,0,0,0
37,4,0,0,0
38,4,0,0,0
39,4,0,0,0
37,5,0,0,0
38,5,0,0,0
39,5,0,0,0
37,6,0,0,0
38,6,0,0,0
39,6,0,0,0
37,7,0,0,0
38,7,0,0,0
39,7,0,0,0
37,8,0,0,0
38,8,0,0,0
39,8,0,0,0
37,9,0,0,0
38,9,0,0,0
39,9,0,0,0
37,10,0,0,0
38,10,0,0,0
39,10,0,0,0
37,11,0,0,0
38,11,0,0,0
39,11,0,0,0
37,12,0,0,0
38,12,0,0,0
39,12,0,0,0
37,13,0,0,0
38,13,0,0,0
39,13,0,0,0
37,14,0,0,0
38,14,0,0,0
39,14,0,0,0
37,15,0,0,0
38,15,0,0,0
39,15,0,0,0
37,16,0,0,0
38,16,0,0,0
39,16,0,0,0
37,17,0,0,0
38,17,0,0,0
39,17,0,0,0
37,18,0,0,0
38,18,0,0,0
39,18,0,0,0
37,19,0,0,0
38,19,0,0,0
39,19,0,0,0
37,20,0,0,0
38,20,0,0,0
39,20,0,0,0
37,21,0,0,0
38,21,0,0,0
39,21,0,0,0
37,22,0,0,0
38,22,0,0,0
39,22,0,0,0
37,23,0,0,0
38,23,0,0,0
39,23,0,0,0
37,24,0,0,0
38,24,0,0,0
39,24,0,0,0
37,25,0,0,0
38,25,0,0,0
39,25,0,0,0
37,26,0,0,0
38,26,0,0,0
39,26,0,0,0
37,27,0,0,0
38,27,0,0,0
39,27,0,0,0
37,28,0,0,0
38,28,0,0,0
39,28,0,0,0
37,29,0,0,0
38,29,0,0,0
39,29,0,0,0
37,30,0,0,0
38,30,0,0,0
39,30,0,0,0
37,31,0,0,0
38,31,0,0,0
39,31,0,0,0
37,32,0,0,0
38,32,0,0,0
39,32,0,0,0
37,33,0,0,0
38,33,0,0,0
39,33,0,0,0
37,34,0,0,0
38,34,0,0,0
39,34,0,0,0
37,35,0,0,0
38,35,0,0,0
39,35,0,0,0
37,36,0,0,0
38,36,0,0,0
39,36,0,0,0
37,37,0,0,0
38,37,0,0,0
39,37,0,0,0
37,38,0,0,0
38,38,0,0,0
39,38,0,0,0
37,39,0,0,0
38,39,0,0,0
39,39,0,0,0
37,40,0,0,0
38,40,0,0,0
39,40,0,0,0
37,41,0,0,0
38,41,0,0,0
39,41,0,0,0
37,42,0,0,0
38,42,0,0,0
39,42,0,0,0
37,43,0,0,0
38,43,0,0,0
39,43,0,0,0
37,44,0,0,0
38,44,0,0,0
39,44,0,0,0
37,45,0,0,0
38,45,0,0,0
39,45,0,0,0
37,46,0,0,0
38,46,0,0,0
39,46,0,0,0
37,47,0,0,0
38,47,0,0,0
39,47,0,0,0
37,48,0,0,0
38,48,0,0,0
39,48,0,0,0
37,49,0,0,0
38,49,0,0,0
39,49,0,0,0
37,50,0,0,0
38,50,0,0,0
39,50,0,0,0
37,51,0,0,0
38,51,0,0,0
39,51,0,0,0
37,52,0,0,0
38,52,0,0,0
39,52,0,0,0
37,53,0,0,0
38,53,0,0,0
39,53,0,0,0
37,54,0,0,0
38,54,0,0,0
39,54,0,0,0
37,55,0,0,0
