clock,covid19,others,total
6181,0,4,4
6182,0,4,4
6183,0,4,4
6184,0,4,4
6185,0,4,4
6186,0,4,4
6187,0,3,3
6188,0,4,4
6189,0,5,5
6190,0,6,6
6191,0,6,6
6192,1,6,7
6193,1,6,7
6194,0,6,6
6195,0,7,7
6196,0,6,6
6197,0,6,6
6198,0,6,6
6199,0,6,6
6200,0,5,5
6201,0,5,5
6202,0,6,6
6203,0,6,6
6204,0,6,6
6205,0,5,5
6206,0,5,5
6207,1,5,6
6208,0,5,5
6209,0,5,5
6210,0,3,3
6211,0,4,4
6212,0,5,5
6213,0,3,3
6214,0,4,4
6215,0,4,4
6216,0,3,3
6217,1,3,4
6218,0,4,4
6219,0,4,4
6220,0,4,4
6221,0,4,4
6222,0,3,3
6223,0,4,4
6224,0,4,4
6225,0,5,5
6226,0,1,1
6227,1,1,2
6228,1,1,2
6229,1,2,3
6230,1,3,4
6231,0,3,3
6232,0,3,3
6233,0,3,3
6234,0,3,3
6235,0,3,3
6236,0,2,2
6237,0,2,2
6238,0,2,2
6239,0,2,2
6240,0,2,2
6241,0,1,1
6242,0,1,1
6243,0,2,2
6244,0,1,1
6245,0,1,1
6246,0,1,1
6247,0,0,0
6248,0,1,1
6249,0,2,2
6250,0,2,2
6251,0,3,3
6252,0,2,2
6253,0,3,3
6254,0,4,4
6255,0,2,2
6256,0,3,3
6257,0,4,4
6258,0,5,5
6259,0,5,5
6260,0,6,6
6261,0,6,6
6262,0,6,6
6263,0,5,5
6264,0,5,5
6265,0,5,5
6266,0,4,4
6267,0,5,5
6268,0,4,4
6269,0,4,4
6270,0,5,5
6271,0,5,5
6272,0,6,6
6273,0,6,6
6274,0,5,5
6275,0,6,6
6276,0,6,6
6277,0,6,6
6278,0,5,5
6279,0,6,6
6280,0,6,6
6281,0,3,3
6282,0,3,3
6283,0,3,3
6284,0,3,3
6285,0,3,3
6286,0,4,4
6287,0,4,4
6288,0,3,3
6289,0,3,3
6290,0,1,1
6291,0,1,1
6292,0,1,1
6293,0,1,1
6294,0,2,2
6295,0,2,2
6296,0,1,1
6297,0,1,1
6298,0,0,0
6299,0,0,0
6300,1,0,1
6301,0,0,0
6302,0,0,0
6303,0,0,0
6304,0,0,0
6305,0,0,0
6306,0,0,0
6307,1,0,1
6308,1,1,2
6309,0,2,2
6310,0,3,3
6311,0,4,4
6312,0,3,3
6313,0,3,3
6314,0,2,2
6315,1,2,3
6316,1,2,3
6317,0,2,2
6318,0,3,3
6319,0,3,3
6320,0,3,3
6321,0,4,4
6322,0,4,4
6323,0,4,4
6324,0,4,4
6325,0,4,4
6326,1,4,5
6327,1,4,5
6328,1,4,5
6329,1,4,5
6330,1,5,6
6331,0,5,5
6332,0,6,6
6333,0,5,5
6334,0,6,6
6335,0,6,6
6336,0,6,6
6337,0,3,3
6338,0,3,3
6339,0,3,3
6340,0,4,4
6341,0,4,4
6342,0,2,2
6343,0,2,2
6344,0,2,2
6345,0,3,3
6346,0,3,3
6347,1,3,4
6348,1,4,5
6349,1,5,6
6350,0,6,6
6351,0,7,7
6352,0,8,8
6353,0,8,8
6354,0,8,8
6355,0,7,7
6356,0,7,7
6357,0,7,7
6358,0,8,8
6359,0,9,9
6360,0,7,7
6361,0,8,8
6362,0,6,6
6363,0,6,6
6364,0,5,5
6365,0,6,6
6366,0,6,6
6367,0,3,3
6368,0,4,4
6369,0,5,5
6370,0,4,4
6371,0,5,5
6372,0,5,5
6373,0,5,5
6374,0,4,4
6375,0,4,4
6376,0,3,3
6377,0,3,3
6378,0,3,3
6379,0,2,2
6380,0,3,3
6381,0,3,3
6382,0,2,2
6383,0,2,2
6384,0,2,2
6385,0,2,2
6386,0,3,3
6387,0,3,3
6388,0,2,2
6389,0,2,2
6390,0,2,2
6391,0,1,1
6392,0,2,2
6393,0,2,2
6394,0,3,3
6395,0,3,3
6396,0,2,2
6397,0,3,3
6398,0,4,4
6399,0,5,5
6400,0,5,5
6401,0,5,5
6402,1,5,6
6403,0,6,6
6404,0,6,6
6405,0,5,5
6406,0,6,6
6407,0,6,6
6408,0,6,6
6409,0,5,5
6410,0,5,5
6411,0,5,5
6412,0,5,5
6413,0,5,5
6414,0,6,6
6415,0,6,6
6416,0,5,5
6417,0,5,5
6418,0,4,4
6419,0,4,4
6420,0,3,3
6421,0,4,4
6422,1,4,5
6423,0,4,4
6424,1,4,5
6425,0,4,4
6426,0,4,4
6427,0,4,4
6428,0,4,4
6429,0,3,3
6430,0,4,4
6431,0,4,4
6432,0,5,5
6433,0,2,2
6434,0,2,2
6435,0,2,2
6436,0,1,1
6437,0,1,1
6438,0,0,0
6439,0,1,1
6440,0,0,0
6441,0,0,0
6442,0,1,1
6443,0,1,1
6444,0,1,1
6445,0,1,1
6446,0,1,1
6447,0,2,2
6448,0,1,1
6449,0,2,2
6450,0,2,2
6451,0,2,2
6452,0,2,2
6453,0,3,3
6454,0,4,4
6455,0,4,4
6456,0,3,3
6457,0,4,4
6458,0,4,4
6459,0,4,4
6460,0,4,4
6461,0,5,5
6462,0,4,4
6463,0,5,5
6464,0,2,2
6465,0,2,2
6466,0,3,3
6467,0,3,3
6468,0,3,3
6469,0,3,3
6470,0,2,2
6471,0,3,3
6472,0,3,3
6473,0,3,3
6474,0,3,3
6475,0,1,1
6476,0,1,1
6477,0,2,2
6478,0,1,1
6479,0,1,1
6480,0,1,1
6481,0,2,2
6482,0,3,3
6483,0,2,2
6484,0,2,2
6485,0,1,1
6486,0,2,2
6487,0,3,3
6488,0,3,3
6489,0,3,3
6490,0,3,3
6491,0,3,3
6492,0,2,2
6493,0,3,3
6494,0,3,3
6495,0,1,1
6496,0,2,2
6497,0,1,1
6498,0,1,1
6499,1,1,2
6500,1,2,3
6501,0,3,3
6502,0,3,3
6503,0,3,3
6504,0,3,3
6505,0,3,3
6506,0,4,4
6507,0,5,5
6508,0,5,5
6509,0,6,6
6510,0,6,6
6511,0,7,7
6512,0,6,6
6513,0,6,6
6514,0,7,7
6515,0,7,7
6516,0,6,6
6517,0,7,7
6518,0,7,7
6519,0,7,7
6520,0,6,6
6521,0,7,7
6522,0,7,7
6523,0,7,7
6524,0,8,8
6525,0,8,8
6526,0,8,8
6527,0,8,8
6528,0,7,7
6529,0,7,7
6530,0,8,8
6531,0,8,8
6532,0,9,9
6533,0,9,9
6534,0,9,9
6535,0,9,9
6536,0,8,8
6537,0,8,8
6538,0,8,8
6539,1,8,9
6540,0,8,8
6541,0,8,8
6542,0,9,9
6543,0,10,10
6544,0,9,9
6545,1,9,10
6546,1,10,11
6547,0,10,10
6548,0,10,10
6549,0,10,10
6550,0,9,9
6551,0,10,10
6552,0,6,6
6553,0,7,7
6554,0,5,5
6555,0,5,5
6556,0,5,5
6557,0,5,5
6558,0,4,4
6559,0,5,5
6560,0,5,5
6561,0,5,5
6562,0,6,6
6563,0,7,7
6564,0,7,7
6565,0,8,8
6566,0,8,8
6567,0,6,6
6568,0,7,7
6569,0,7,7
6570,0,7,7
6571,0,8,8
6572,0,7,7
6573,0,7,7
6574,0,6,6
6575,0,6,6
6576,0,6,6
6577,0,6,6
6578,0,7,7
6579,0,6,6
6580,0,6,6
6581,0,7,7
6582,0,7,7
6583,0,7,7
6584,0,7,7
6585,0,7,7
6586,0,4,4
6587,0,4,4
6588,0,4,4
6589,0,4,4
6590,0,4,4
6591,0,3,3
6592,0,4,4
6593,0,4,4
6594,0,4,4
6595,0,5,5
6596,0,4,4
6597,0,4,4
6598,0,5,5
6599,0,3,3
6600,0,3,3
6601,0,4,4
6602,0,4,4
6603,0,4,4
6604,0,4,4
6605,0,5,5
6606,0,6,6
6607,0,6,6
6608,1,6,7
6609,1,6,7
6610,2,6,8
6611,1,7,8
6612,1,7,8
6613,1,7,8
6614,1,8,9
6615,0,8,8
6616,0,9,9
6617,0,9,9
6618,0,9,9
6619,0,10,10
6620,0,8,8
6621,0,8,8
6622,0,8,8
6623,0,9,9
6624,0,4,4
6625,0,4,4
6626,0,4,4
6627,0,4,4
6628,0,5,5
6629,0,4,4
6630,0,4,4
6631,0,4,4
6632,0,5,5
6633,0,4,4
6634,0,5,5
6635,0,5,5
6636,0,5,5
6637,0,5,5
6638,0,6,6
6639,0,6,6
6640,0,6,6
6641,0,5,5
6642,0,6,6
6643,0,6,6
6644,0,6,6
6645,0,7,7
6646,0,6,6
6647,0,6,6
6648,0,4,4
6649,0,4,4
6650,0,5,5
6651,0,5,5
6652,0,3,3
6653,0,3,3
6654,0,3,3
6655,0,3,3
6656,0,4,4
6657,0,4,4
6658,0,4,4
6659,0,4,4
6660,0,5,5
6661,0,5,5
6662,0,4,4
6663,0,5,5
6664,0,5,5
6665,0,4,4
6666,0,4,4
6667,0,4,4
6668,0,4,4
6669,0,4,4
6670,0,4,4
6671,0,4,4
6672,0,3,3
6673,0,4,4
6674,0,4,4
6675,0,5,5
6676,0,4,4
6677,0,4,4
6678,0,2,2
6679,0,3,3
6680,0,3,3
6681,0,2,2
6682,0,3,3
6683,0,2,2
6684,0,2,2
6685,0,1,1
6686,0,2,2
6687,0,2,2
6688,0,3,3
6689,0,1,1
6690,0,1,1
6691,0,1,1
6692,0,2,2
6693,0,2,2
6694,0,2,2
6695,0,2,2
6696,0,2,2
6697,0,3,3
6698,0,4,4
6699,0,5,5
6700,0,4,4
6701,0,4,4
6702,0,5,5
6703,0,6,6
6704,0,6,6
6705,0,4,4
6706,0,4,4
6707,0,4,4
6708,0,5,5
6709,0,4,4
6710,0,5,5
6711,0,4,4
6712,0,4,4
6713,0,4,4
6714,0,3,3
6715,0,3,3
6716,0,2,2
6717,0,2,2
6718,0,3,3
6719,0,2,2
6720,0,2,2
6721,0,2,2
6722,0,2,2
6723,0,2,2
6724,0,1,1
6725,0,2,2
6726,0,1,1
6727,0,1,1
6728,0,2,2
6729,0,2,2
6730,0,2,2
6731,0,3,3
6732,0,4,4
6733,0,5,5
6734,0,5,5
6735,0,5,5
6736,0,4,4
6737,0,4,4
6738,0,5,5
6739,0,4,4
6740,0,4,4
6741,0,5,5
6742,0,3,3
6743,0,3,3
6744,0,4,4
6745,0,3,3
6746,0,4,4
6747,0,4,4
6748,0,3,3
6749,1,3,4
6750,1,3,4
6751,0,4,4
6752,0,4,4
6753,0,3,3
6754,0,3,3
6755,0,4,4
6756,0,4,4
6757,0,5,5
6758,0,5,5
6759,0,6,6
6760,0,6,6
6761,1,6,7
6762,1,6,7
6763,0,6,6
6764,0,6,6
6765,0,7,7
6766,0,6,6
6767,0,7,7
6768,0,8,8
6769,0,8,8
6770,0,9,9
6771,0,10,10
6772,0,9,9
6773,0,9,9
6774,0,9,9
6775,0,9,9
6776,0,9,9
6777,0,9,9
6778,0,9,9
6779,0,8,8
6780,0,8,8
6781,0,7,7
6782,0,7,7
6783,0,8,8
6784,0,5,5
6785,0,6,6
6786,0,7,7
6787,0,5,5
6788,0,5,5
6789,0,4,4
6790,0,4,4
6791,0,4,4
6792,0,4,4
6793,0,5,5
6794,0,4,4
6795,0,4,4
6796,0,4,4
6797,1,4,5
6798,0,4,4
6799,0,4,4
6800,0,5,5
6801,0,4,4
6802,0,5,5
6803,0,3,3
6804,0,3,3
6805,1,3,4
6806,1,3,4
6807,0,3,3
6808,0,3,3
6809,0,3,3
6810,0,4,4
6811,1,4,5
6812,0,4,4
6813,0,4,4
6814,0,5,5
6815,0,4,4
6816,0,4,4
6817,0,3,3
6818,0,4,4
6819,0,5,5
6820,0,5,5
6821,0,5,5
6822,0,6,6
6823,0,5,5
6824,0,5,5
6825,0,6,6
6826,0,6,6
6827,0,6,6
6828,0,6,6
6829,1,6,7
6830,1,6,7
6831,0,6,6
6832,0,7,7
6833,1,7,8
6834,1,7,8
6835,0,8,8
6836,0,8,8
6837,0,9,9
6838,0,6,6
6839,0,6,6
6840,0,6,6
6841,0,6,6
6842,0,6,6
6843,0,7,7
6844,0,6,6
6845,0,6,6
6846,1,6,7
6847,1,7,8
6848,0,8,8
6849,0,9,9
6850,0,9,9
6851,0,8,8
6852,0,9,9
6853,0,8,8
6854,0,8,8
6855,0,6,6
6856,0,6,6
6857,0,6,6
6858,0,6,6
6859,0,7,7
6860,0,7,7
6861,0,6,6
6862,0,7,7
6863,0,7,7
6864,0,7,7
6865,0,7,7
6866,0,7,7
6867,0,7,7
6868,0,7,7
6869,0,5,5
6870,0,5,5
6871,0,5,5
6872,0,5,5
6873,0,5,5
6874,0,6,6
6875,1,6,7
6876,0,6,6
6877,0,6,6
6878,0,6,6
6879,0,6,6
6880,0,7,7
6881,0,5,5
6882,0,5,5
6883,0,6,6
6884,0,5,5
6885,0,6,6
6886,0,6,6
6887,0,6,6
6888,0,6,6
6889,0,6,6
6890,0,6,6
6891,0,6,6
6892,0,5,5
6893,0,5,5
6894,0,4,4
6895,0,5,5
6896,1,5,6
6897,0,6,6
6898,0,6,6
6899,0,7,7
6900,0,5,5
6901,0,6,6
6902,0,3,3
6903,0,4,4
6904,0,3,3
6905,0,3,3
6906,0,4,4
6907,0,4,4
6908,0,3,3
6909,0,3,3
6910,0,3,3
6911,0,4,4
6912,0,4,4
6913,0,3,3
6914,0,4,4
6915,0,4,4
6916,0,5,5
6917,0,4,4
6918,0,5,5
6919,0,5,5
6920,0,5,5
6921,0,6,6
6922,0,6,6
6923,0,5,5
6924,0,5,5
6925,0,5,5
6926,0,5,5
6927,0,5,5
6928,0,5,5
6929,0,5,5
6930,0,6,6
6931,0,5,5
6932,0,5,5
6933,0,5,5
6934,0,6,6
6935,0,5,5
6936,0,5,5
6937,0,3,3
6938,1,3,4
6939,0,3,3
6940,0,3,3
6941,0,4,4
6942,0,3,3
6943,0,3,3
6944,0,2,2
6945,0,2,2
6946,1,2,3
6947,0,2,2
6948,0,2,2
6949,0,3,3
6950,0,3,3
6951,0,2,2
6952,0,2,2
6953,0,2,2
6954,0,2,2
6955,0,3,3
6956,0,3,3
6957,0,2,2
6958,0,2,2
6959,0,3,3
6960,0,2,2
6961,0,3,3
6962,1,3,4
6963,0,4,4
6964,0,4,4
6965,0,3,3
6966,0,3,3
6967,0,4,4
6968,0,3,3
6969,0,3,3
6970,0,4,4
6971,0,5,5
6972,0,4,4
6973,0,4,4
6974,0,5,5
6975,0,5,5
6976,0,3,3
6977,0,3,3
6978,0,4,4
6979,0,4,4
6980,0,4,4
6981,0,4,4
6982,0,2,2
6983,0,3,3
6984,0,2,2
6985,0,3,3
6986,0,3,3
6987,0,2,2
6988,0,3,3
6989,0,4,4
6990,0,3,3
6991,0,3,3
6992,0,3,3
6993,0,2,2
6994,0,2,2
6995,0,3,3
6996,0,3,3
6997,0,3,3
6998,0,3,3
6999,0,2,2
7000,0,2,2
7001,0,1,1
7002,0,1,1
7003,0,1,1
7004,0,1,1
7005,0,2,2
7006,0,3,3
7007,0,4,4
7008,0,5,5
7009,0,5,5
7010,0,5,5
7011,0,6,6
7012,0,6,6
7013,0,5,5
7014,0,5,5
7015,0,4,4
7016,0,4,4
7017,0,4,4
7018,0,4,4
7019,0,4,4
7020,0,4,4
7021,0,2,2
7022,0,3,3
7023,0,4,4
7024,0,5,5
7025,0,6,6
7026,0,6,6
7027,1,6,7
7028,1,6,7
7029,1,7,8
7030,0,7,7
7031,0,7,7
7032,0,8,8
7033,0,6,6
7034,0,6,6
7035,0,6,6
7036,0,6,6
7037,0,7,7
7038,0,8,8
7039,0,8,8
7040,0,6,6
7041,0,7,7
7042,0,7,7
7043,0,6,6
7044,0,6,6
7045,0,7,7
7046,0,7,7
7047,0,7,7
7048,0,7,7
7049,0,8,8
7050,0,9,9
7051,0,9,9
7052,0,9,9
7053,0,9,9
7054,0,8,8
7055,0,8,8
7056,0,8,8
7057,1,8,9
7058,0,9,9
7059,0,10,10
7060,0,10,10
7061,0,11,11
7062,0,11,11
7063,1,11,12
7064,0,12,12
7065,0,13,13
7066,0,14,14
7067,0,15,15
7068,0,15,15
7069,0,15,15
7070,1,15,16
7071,1,15,16
7072,1,15,16
7073,1,15,16
7074,0,14,14
7075,0,15,15
7076,1,15,16
7077,1,15,16
7078,0,15,15
7079,0,15,15
7080,0,15,15
7081,0,15,15
7082,0,14,14
7083,0,15,15
7084,0,15,15
7085,0,16,16
7086,0,14,14
7087,0,14,14
7088,0,14,14
7089,0,14,14
7090,0,10,10
7091,0,10,10
7092,0,11,11
7093,0,11,11
7094,0,9,9
7095,0,9,9
7096,0,8,8
7097,0,8,8
7098,0,7,7
7099,0,7,7
7100,0,7,7
7101,0,7,7
7102,0,7,7
7103,0,7,7
7104,0,8,8
7105,0,7,7
7106,0,7,7
7107,1,7,8
7108,0,7,7
7109,0,7,7
7110,0,6,6
7111,1,6,7
7112,0,6,6
7113,1,6,7
7114,0,6,6
7115,0,6,6
7116,0,6,6
7117,0,6,6
7118,0,6,6
7119,0,2,2
7120,0,3,3
7121,0,3,3
7122,0,3,3
7123,0,3,3
7124,0,2,2
7125,0,2,2
7126,0,2,2
7127,0,2,2
7128,0,2,2
7129,0,2,2
7130,0,2,2
7131,0,1,1
7132,0,1,1
7133,0,1,1
7134,0,2,2
7135,0,2,2
7136,0,1,1
7137,0,2,2
7138,0,1,1
7139,0,1,1
7140,0,1,1
7141,0,1,1
7142,0,0,0
7143,0,1,1
7144,0,1,1
7145,0,0,0
7146,0,1,1
7147,0,1,1
7148,0,0,0
7149,0,1,1
7150,0,1,1
7151,0,0,0
7152,0,0,0
7153,0,1,1
7154,0,2,2
7155,0,3,3
7156,0,1,1
7157,0,1,1
7158,0,0,0
7159,0,1,1
7160,0,0,0
7161,0,0,0
7162,0,0,0
7163,0,1,1
7164,0,1,1
7165,0,1,1
7166,0,0,0
7167,1,0,1
7168,1,0,1
7169,1,0,1
7170,1,0,1
7171,2,0,2
7172,2,0,2
7173,2,0,2
7174,1,1,2
7175,1,1,2
7176,1,1,2
7177,1,1,2
7178,1,1,2
7179,0,2,2
7180,0,3,3
7181,0,1,1
7182,0,2,2
7183,0,2,2
7184,0,3,3
7185,0,3,3
7186,0,3,3
7187,0,4,4
7188,0,4,4
7189,0,4,4
7190,0,4,4
7191,0,5,5
7192,0,4,4
7193,0,4,4
7194,0,3,3
7195,0,4,4
7196,0,5,5
7197,0,5,5
7198,0,4,4
7199,0,5,5
7200,1,5,6
7201,1,5,6
7202,1,5,6
7203,0,6,6
7204,0,6,6
7205,0,3,3
7206,0,4,4
7207,0,5,5
7208,0,5,5
7209,0,4,4
7210,0,4,4
7211,0,5,5
7212,0,4,4
7213,0,4,4
7214,0,3,3
7215,0,4,4
7216,0,3,3
7217,0,4,4
7218,0,3,3
7219,0,3,3
7220,0,3,3
7221,0,3,3
7222,0,4,4
7223,0,5,5
7224,0,4,4
7225,0,4,4
7226,0,3,3
7227,0,3,3
7228,0,4,4
7229,0,0,0
7230,0,1,1
7231,0,1,1
7232,0,0,0
7233,0,1,1
7234,0,2,2
7235,0,3,3
7236,0,3,3
7237,0,3,3
7238,0,2,2
7239,0,3,3
7240,0,3,3
7241,0,4,4
7242,0,4,4
7243,0,4,4
7244,0,3,3
7245,0,3,3
7246,0,3,3
7247,0,4,4
7248,0,3,3
7249,0,3,3
7250,0,4,4
7251,0,4,4
7252,0,4,4
7253,0,4,4
7254,0,3,3
7255,0,4,4
7256,0,3,3
7257,0,3,3
7258,0,3,3
7259,0,3,3
7260,0,2,2
7261,0,2,2
7262,0,1,1
7263,0,2,2
7264,0,1,1
7265,0,1,1
7266,0,1,1
7267,0,1,1
7268,0,1,1
7269,0,1,1
7270,0,0,0
7271,0,0,0
7272,0,1,1
7273,0,0,0
7274,0,0,0
7275,0,0,0
7276,0,0,0
7277,0,0,0
7278,0,0,0
7279,0,0,0
7280,0,0,0
7281,0,0,0
7282,0,0,0
7283,0,0,0
7284,0,1,1
7285,0,2,2
7286,0,2,2
7287,0,2,2
7288,0,1,1
7289,0,1,1
7290,0,1,1
7291,0,1,1
7292,0,2,2
7293,0,2,2
7294,0,2,2
7295,0,2,2
7296,0,3,3
7297,0,3,3
7298,0,3,3
7299,0,3,3
7300,0,2,2
7301,0,3,3
7302,0,3,3
7303,0,3,3
7304,0,3,3
7305,0,2,2
7306,0,2,2
7307,0,3,3
7308,0,3,3
7309,0,2,2
7310,0,2,2
7311,0,3,3
7312,0,3,3
7313,0,2,2
7314,0,2,2
7315,0,2,2
7316,0,1,1
7317,0,2,2
7318,0,2,2
7319,0,2,2
7320,0,2,2
7321,0,2,2
7322,0,2,2
7323,0,2,2
7324,0,1,1
7325,0,1,1
7326,0,0,0
7327,0,1,1
7328,0,0,0
7329,0,0,0
7330,0,0,0
7331,0,0,0
7332,0,1,1
7333,0,2,2
7334,0,2,2
7335,0,3,3
7336,0,3,3
7337,0,3,3
7338,0,3,3
7339,0,3,3
7340,0,3,3
7341,0,3,3
7342,0,3,3
7343,0,4,4
7344,0,3,3
7345,0,3,3
7346,0,3,3
7347,0,4,4
7348,0,5,5
7349,0,4,4
7350,0,4,4
7351,0,5,5
7352,0,6,6
7353,0,4,4
7354,0,5,5
7355,0,4,4
7356,0,4,4
7357,0,5,5
7358,0,4,4
7359,0,4,4
7360,0,5,5
7361,0,5,5
7362,0,5,5
7363,0,6,6
7364,0,6,6
7365,0,5,5
7366,0,6,6
7367,0,6,6
7368,0,4,4
7369,0,4,4
7370,0,5,5
7371,0,5,5
7372,0,2,2
7373,0,2,2
7374,0,1,1
7375,1,1,2
7376,0,2,2
7377,0,2,2
7378,0,2,2
7379,0,2,2
7380,0,2,2
7381,0,2,2
7382,0,1,1
7383,0,1,1
7384,0,0,0
7385,0,0,0
7386,0,1,1
7387,0,1,1
7388,0,1,1
7389,0,1,1
7390,0,0,0
7391,0,1,1
7392,0,0,0
7393,0,0,0
7394,0,1,1
7395,0,1,1
7396,0,1,1
7397,0,1,1
7398,0,1,1
7399,1,1,2
7400,2,1,3
7401,1,1,2
7402,1,1,2
7403,1,1,2
7404,1,2,3
7405,0,2,2
7406,0,2,2
7407,0,1,1
7408,0,1,1
7409,0,1,1
7410,0,1,1
7411,0,1,1
7412,0,1,1
7413,1,1,2
7414,0,1,1
7415,0,2,2
7416,0,2,2
7417,0,2,2
7418,0,2,2
7419,0,2,2
7420,1,2,3
7421,0,2,2
7422,0,2,2
7423,0,2,2
7424,0,2,2
7425,0,2,2
7426,0,1,1
7427,1,1,2
7428,0,2,2
7429,0,2,2
7430,0,2,2
7431,0,2,2
7432,0,0,0
7433,0,1,1
7434,0,2,2
7435,0,1,1
7436,0,2,2
7437,0,1,1
7438,0,1,1
7439,0,2,2
7440,0,3,3
7441,0,2,2
7442,0,2,2
7443,0,1,1
7444,0,1,1
7445,0,2,2
7446,0,1,1
7447,0,2,2
7448,0,2,2
7449,0,3,3
7450,0,2,2
7451,0,3,3
7452,0,2,2
7453,0,3,3
7454,0,3,3
7455,0,4,4
7456,0,3,3
7457,0,3,3
7458,0,2,2
7459,0,2,2
7460,0,2,2
7461,0,2,2
7462,0,2,2
7463,0,2,2
7464,0,2,2
7465,0,2,2
7466,0,3,3
7467,0,2,2
7468,0,3,3
7469,0,2,2
7470,0,2,2
7471,0,2,2
7472,0,2,2
7473,0,2,2
7474,0,3,3
7475,0,3,3
7476,0,4,4
7477,0,4,4
7478,0,4,4
7479,0,5,5
7480,0,6,6
7481,0,5,5
7482,0,6,6
7483,0,6,6
7484,0,6,6
7485,0,7,7
7486,0,7,7
7487,0,6,6
7488,0,7,7
7489,0,7,7
7490,0,7,7
7491,0,7,7
7492,0,7,7
7493,0,7,7
7494,0,7,7
7495,0,7,7
7496,0,8,8
7497,0,9,9
7498,0,9,9
7499,0,9,9
7500,0,8,8
7501,0,9,9
7502,0,9,9
7503,0,8,8
7504,0,8,8
7505,0,8,8
7506,0,8,8
7507,0,5,5
7508,0,5,5
7509,0,5,5
7510,0,5,5
7511,0,5,5
7512,0,4,4
7513,0,4,4
7514,0,4,4
7515,0,2,2
7516,0,3,3
7517,0,3,3
7518,0,3,3
7519,0,2,2
7520,0,2,2
7521,0,2,2
7522,0,2,2
7523,0,2,2
7524,1,2,3
7525,1,3,4
7526,0,3,3
7527,0,3,3
7528,0,3,3
7529,0,3,3
7530,0,4,4
7531,0,3,3
7532,0,3,3
7533,0,3,3
7534,0,3,3
7535,0,3,3
7536,0,3,3
7537,0,3,3
7538,0,3,3
7539,0,3,3
7540,1,3,4
7541,0,3,3
7542,0,3,3
7543,0,3,3
7544,0,4,4
7545,0,3,3
7546,0,3,3
7547,1,3,4
7548,0,3,3
7549,0,3,3
7550,0,4,4
7551,0,3,3
7552,0,3,3
7553,0,3,3
7554,0,3,3
7555,0,3,3
7556,0,1,1
7557,0,2,2
7558,0,1,1
7559,0,1,1
7560,0,1,1
7561,0,2,2
7562,0,2,2
7563,0,1,1
7564,0,2,2
7565,0,2,2
7566,0,2,2
7567,0,2,2
7568,0,2,2
7569,0,3,3
7570,0,2,2
7571,0,3,3
7572,0,3,3
7573,0,3,3
7574,0,2,2
7575,0,2,2
7576,0,2,2
7577,0,2,2
7578,0,0,0
7579,0,0,0
7580,0,0,0
7581,0,0,0
7582,0,0,0
7583,0,0,0
7584,0,0,0
7585,0,0,0
7586,0,0,0
7587,0,0,0
7588,0,0,0
7589,0,1,1
7590,1,1,2
7591,0,1,1
7592,0,1,1
7593,0,1,1
7594,0,2,2
7595,0,2,2
7596,0,1,1
7597,0,1,1
7598,0,1,1
7599,0,0,0
7600,0,1,1
7601,0,2,2
7602,0,1,1
7603,0,1,1
7604,0,1,1
7605,0,1,1
7606,0,0,0
7607,0,0,0
7608,0,0,0
7609,0,0,0
7610,0,0,0
7611,0,1,1
7612,0,0,0
7613,0,0,0
7614,0,0,0
7615,0,0,0
7616,0,0,0
7617,0,1,1
7618,0,0,0
7619,0,0,0
7620,0,1,1
7621,0,0,0
7622,0,1,1
7623,0,1,1
7624,0,1,1
7625,0,1,1
7626,0,2,2
7627,0,2,2
7628,0,2,2
7629,0,2,2
7630,0,2,2
7631,0,2,2
7632,0,3,3
7633,0,3,3
7634,0,3,3
7635,1,3,4
7636,0,4,4
7637,0,4,4
7638,0,2,2
7639,0,2,2
7640,0,1,1
7641,0,2,2
7642,0,2,2
7643,0,2,2
7644,0,3,3
7645,0,2,2
7646,0,2,2
7647,0,2,2
7648,0,2,2
7649,1,2,3
7650,1,3,4
7651,0,3,3
7652,0,3,3
7653,0,3,3
7654,0,3,3
7655,0,3,3
7656,0,3,3
7657,0,4,4
7658,0,4,4
7659,0,4,4
7660,0,4,4
7661,0,4,4
7662,0,4,4
7663,0,4,4
7664,0,5,5
7665,0,6,6
7666,0,7,7
7667,0,6,6
7668,0,6,6
7669,0,4,4
7670,0,4,4
7671,0,5,5
7672,0,5,5
7673,0,5,5
7674,0,5,5
7675,0,6,6
7676,0,6,6
7677,0,5,5
7678,0,5,5
7679,0,5,5
7680,0,5,5
7681,0,3,3
7682,0,3,3
7683,0,4,4
7684,0,4,4
7685,0,3,3
7686,0,3,3
7687,0,4,4
7688,0,4,4
7689,0,5,5
7690,0,5,5
7691,0,5,5
7692,0,6,6
7693,0,5,5
7694,0,5,5
7695,0,5,5
7696,0,5,5
7697,0,5,5
7698,0,5,5
7699,0,5,5
7700,0,6,6
7701,0,5,5
7702,0,5,5
7703,0,5,5
7704,0,4,4
7705,0,5,5
7706,0,6,6
7707,0,3,3
7708,0,3,3
7709,0,1,1
7710,0,1,1
7711,0,2,2
7712,0,2,2
7713,0,2,2
7714,1,2,3
7715,1,2,3
7716,0,2,2
7717,0,3,3
7718,0,3,3
7719,0,3,3
7720,0,3,3
7721,0,3,3
7722,0,2,2
7723,0,2,2
7724,0,1,1
7725,0,2,2
7726,0,2,2
7727,0,2,2
7728,0,0,0
7729,0,1,1
7730,0,2,2
7731,0,1,1
7732,0,2,2
7733,0,2,2
7734,0,2,2
