clock,covid19,others,total
18901,0,8,8
18902,0,9,9
18903,0,9,9
18904,0,9,9
18905,0,10,10
18906,0,9,9
18907,0,9,9
18908,0,9,9
18909,0,10,10
18910,0,10,10
18911,0,9,9
18912,0,9,9
18913,0,9,9
18914,0,8,8
18915,0,8,8
18916,0,7,7
18917,0,8,8
18918,0,8,8
18919,0,8,8
18920,0,5,5
18921,0,5,5
18922,0,5,5
18923,0,5,5
18924,0,6,6
18925,0,6,6
18926,0,3,3
18927,1,3,4
18928,2,3,5
18929,3,3,6
18930,3,3,6
18931,2,3,5
18932,2,4,6
18933,2,5,7
18934,2,5,7
18935,1,5,6
18936,1,5,6
18937,1,5,6
18938,0,5,5
18939,1,5,6
18940,0,5,5
18941,1,5,6
18942,0,5,5
18943,0,5,5
18944,0,5,5
18945,0,4,4
18946,1,4,5
18947,1,5,6
18948,1,5,6
18949,1,6,7
18950,0,4,4
18951,0,5,5
18952,0,5,5
18953,1,5,6
18954,0,5,5
18955,0,6,6
18956,0,5,5
18957,0,6,6
18958,0,6,6
18959,0,6,6
18960,0,6,6
18961,0,7,7
18962,0,6,6
18963,0,6,6
18964,0,7,7
18965,0,4,4
18966,0,4,4
18967,0,4,4
18968,0,4,4
18969,0,4,4
18970,0,4,4
18971,0,4,4
18972,0,4,4
18973,0,3,3
18974,1,3,4
18975,0,4,4
18976,0,4,4
18977,0,2,2
18978,0,2,2
18979,0,2,2
18980,0,2,2
18981,1,2,3
18982,1,2,3
18983,0,2,2
18984,0,2,2
18985,0,2,2
18986,0,3,3
18987,0,3,3
18988,0,3,3
18989,0,4,4
18990,0,5,5
18991,0,4,4
18992,0,4,4
18993,0,4,4
18994,0,4,4
18995,0,4,4
18996,0,4,4
18997,0,3,3
18998,0,3,3
18999,0,2,2
19000,0,2,2
19001,0,1,1
19002,0,1,1
19003,0,0,0
19004,0,0,0
19005,0,1,1
19006,0,1,1
19007,0,2,2
19008,1,2,3
19009,1,2,3
19010,2,2,4
19011,1,2,3
19012,1,3,4
19013,1,3,4
19014,1,3,4
19015,2,3,5
19016,1,4,5
19017,1,5,6
19018,0,6,6
19019,0,7,7
19020,0,7,7
19021,0,7,7
19022,0,7,7
19023,0,7,7
19024,0,7,7
19025,0,7,7
19026,0,4,4
19027,0,5,5
19028,0,4,4
19029,0,4,4
19030,0,4,4
19031,0,2,2
19032,0,3,3
19033,0,4,4
19034,0,5,5
19035,0,4,4
19036,0,4,4
19037,0,5,5
19038,0,4,4
19039,0,4,4
19040,0,5,5
19041,0,5,5
19042,0,6,6
19043,0,6,6
19044,0,6,6
19045,0,6,6
19046,0,6,6
19047,0,6,6
19048,0,3,3
19049,0,3,3
19050,0,2,2
19051,0,2,2
19052,0,1,1
19053,0,1,1
19054,0,1,1
19055,0,2,2
19056,0,1,1
19057,0,1,1
19058,0,1,1
19059,0,1,1
19060,0,2,2
19061,0,1,1
19062,0,1,1
19063,0,1,1
19064,0,0,0
19065,0,0,0
19066,0,0,0
19067,0,1,1
19068,0,1,1
19069,0,0,0
19070,0,0,0
19071,0,0,0
19072,0,0,0
19073,0,0,0
19074,0,0,0
19075,0,0,0
19076,0,0,0
19077,0,0,0
19078,0,0,0
19079,0,0,0
19080,0,0,0
19081,0,0,0
19082,0,0,0
19083,0,0,0
19084,0,0,0
19085,0,0,0
19086,0,0,0
19087,0,0,0
19088,0,0,0
19089,0,0,0
19090,0,0,0
19091,0,0,0
19092,0,1,1
19093,0,1,1
19094,1,1,2
19095,0,2,2
19096,0,2,2
19097,0,2,2
19098,0,1,1
19099,0,2,2
19100,0,2,2
19101,0,2,2
19102,0,2,2
19103,0,3,3
19104,0,2,2
19105,0,2,2
19106,0,3,3
19107,0,3,3
19108,0,3,3
19109,0,3,3
19110,0,3,3
19111,0,3,3
19112,0,3,3
19113,0,3,3
19114,0,4,4
19115,0,3,3
19116,0,3,3
19117,1,3,4
19118,0,3,3
19119,0,3,3
19120,0,3,3
19121,0,2,2
19122,0,2,2
19123,0,2,2
19124,0,2,2
19125,0,2,2
19126,0,2,2
19127,0,3,3
19128,0,3,3
19129,0,2,2
19130,0,3,3
19131,0,3,3
19132,0,1,1
19133,0,2,2
19134,0,2,2
19135,0,3,3
19136,0,2,2
19137,0,2,2
19138,0,2,2
19139,0,2,2
19140,0,2,2
19141,0,2,2
19142,0,2,2
19143,0,3,3
19144,0,4,4
19145,0,4,4
19146,0,4,4
19147,0,4,4
19148,0,4,4
19149,0,5,5
19150,0,6,6
19151,0,7,7
19152,0,7,7
19153,0,6,6
19154,0,6,6
19155,0,6,6
19156,0,6,6
19157,0,7,7
19158,0,4,4
19159,0,4,4
19160,0,5,5
19161,0,5,5
19162,0,5,5
19163,0,5,5
19164,1,5,6
19165,1,5,6
19166,1,5,6
19167,0,4,4
19168,0,4,4
19169,0,4,4
19170,0,5,5
19171,0,5,5
19172,0,5,5
19173,0,5,5
19174,0,3,3
19175,0,4,4
19176,0,4,4
19177,0,4,4
19178,0,2,2
19179,0,2,2
19180,0,3,3
19181,0,2,2
19182,0,2,2
19183,0,3,3
19184,0,4,4
19185,0,4,4
19186,0,4,4
19187,0,3,3
19188,0,3,3
19189,0,3,3
19190,0,4,4
19191,0,2,2
19192,0,2,2
19193,0,1,1
19194,0,2,2
19195,0,2,2
19196,0,2,2
19197,0,2,2
19198,0,1,1
19199,0,1,1
19200,0,1,1
19201,0,1,1
19202,0,1,1
19203,0,1,1
19204,0,1,1
19205,0,2,2
19206,0,3,3
19207,0,2,2
19208,0,2,2
19209,0,2,2
19210,0,2,2
19211,0,3,3
19212,0,3,3
19213,0,2,2
19214,0,3,3
19215,0,3,3
19216,0,2,2
19217,0,3,3
19218,0,1,1
19219,0,1,1
19220,0,1,1
19221,0,0,0
19222,0,0,0
19223,0,1,1
19224,0,1,1
19225,0,1,1
19226,1,1,2
19227,1,1,2
19228,1,2,3
19229,0,3,3
19230,0,3,3
19231,0,3,3
19232,0,4,4
19233,0,3,3
19234,0,3,3
19235,0,2,2
19236,0,2,2
19237,0,2,2
19238,0,3,3
19239,0,3,3
19240,1,3,4
19241,1,4,5
19242,2,4,6
19243,2,4,6
19244,2,5,7
19245,2,6,8
19246,2,6,8
19247,3,6,9
19248,2,7,9
19249,2,8,10
19250,1,8,9
19251,1,9,10
19252,0,9,9
19253,0,9,9
19254,0,9,9
19255,0,8,8
19256,0,9,9
19257,0,8,8
19258,0,9,9
19259,0,9,9
19260,0,9,9
19261,0,9,9
19262,0,9,9
19263,0,10,10
19264,0,10,10
19265,0,10,10
19266,0,11,11
19267,0,11,11
19268,0,9,9
19269,0,10,10
19270,0,11,11
19271,0,8,8
19272,0,9,9
19273,0,8,8
19274,0,8,8
19275,0,8,8
19276,0,8,8
19277,0,8,8
19278,0,7,7
19279,0,8,8
19280,0,9,9
19281,0,10,10
19282,0,9,9
19283,1,9,10
19284,1,9,10
19285,1,9,10
19286,0,9,9
19287,0,10,10
19288,0,8,8
19289,0,8,8
19290,0,8,8
19291,0,9,9
19292,0,9,9
19293,0,9,9
19294,0,8,8
19295,0,8,8
19296,0,8,8
19297,0,9,9
19298,0,8,8
19299,0,9,9
19300,0,9,9
19301,0,9,9
19302,0,9,9
19303,1,9,10
19304,1,9,10
19305,0,7,7
19306,0,8,8
19307,0,8,8
19308,0,7,7
19309,0,8,8
19310,0,9,9
19311,0,7,7
19312,0,7,7
19313,0,7,7
19314,0,7,7
19315,0,7,7
19316,0,6,6
19317,1,6,7
19318,1,6,7
19319,0,7,7
19320,0,8,8
19321,0,7,7
19322,0,8,8
19323,0,8,8
19324,0,8,8
19325,0,7,7
19326,0,7,7
19327,0,5,5
19328,0,6,6
19329,0,7,7
19330,0,8,8
19331,0,7,7
19332,0,7,7
19333,0,7,7
19334,0,6,6
19335,0,7,7
19336,0,7,7
19337,0,6,6
19338,0,7,7
19339,0,8,8
19340,0,7,7
19341,0,8,8
19342,0,8,8
19343,0,7,7
19344,0,8,8
19345,0,8,8
19346,0,4,4
19347,0,5,5
19348,0,6,6
19349,0,4,4
19350,0,4,4
19351,0,5,5
19352,0,4,4
19353,0,5,5
19354,0,5,5
19355,0,5,5
19356,0,4,4
19357,0,4,4
19358,0,4,4
19359,0,4,4
19360,0,4,4
19361,0,5,5
19362,0,4,4
19363,0,4,4
19364,0,3,3
19365,0,4,4
19366,0,3,3
19367,0,3,3
19368,0,2,2
19369,0,2,2
19370,0,3,3
19371,0,3,3
19372,0,1,1
19373,0,2,2
19374,1,2,3
19375,0,3,3
19376,0,4,4
19377,0,2,2
19378,0,2,2
19379,0,2,2
19380,0,3,3
19381,0,3,3
19382,0,3,3
19383,0,3,3
19384,0,3,3
19385,0,3,3
19386,0,3,3
19387,0,1,1
19388,0,1,1
19389,0,2,2
19390,0,2,2
19391,0,1,1
19392,0,2,2
19393,0,0,0
19394,1,0,1
19395,0,0,0
19396,0,1,1
19397,0,0,0
19398,0,1,1
19399,0,1,1
19400,0,1,1
19401,0,2,2
19402,0,1,1
19403,0,2,2
19404,0,2,2
19405,0,2,2
19406,0,2,2
19407,0,1,1
19408,0,2,2
19409,0,2,2
19410,0,2,2
19411,0,2,2
19412,0,3,3
19413,0,4,4
19414,0,3,3
19415,0,3,3
19416,0,3,3
19417,0,3,3
19418,0,4,4
19419,0,4,4
19420,0,5,5
19421,0,3,3
19422,1,3,4
19423,1,4,5
19424,1,4,5
19425,1,5,6
19426,2,5,7
19427,1,5,6
19428,1,5,6
19429,1,5,6
19430,0,5,5
19431,0,6,6
19432,0,7,7
19433,0,7,7
19434,0,6,6
19435,0,7,7
19436,0,7,7
19437,0,7,7
19438,0,8,8
19439,0,7,7
19440,0,7,7
19441,0,7,7
19442,0,7,7
19443,0,7,7
19444,0,7,7
19445,0,8,8
19446,0,9,9
19447,0,8,8
19448,0,9,9
19449,0,9,9
19450,0,8,8
19451,0,8,8
19452,0,7,7
19453,0,8,8
19454,0,9,9
19455,0,10,10
19456,0,9,9
19457,0,10,10
19458,0,10,10
19459,0,9,9
19460,0,9,9
19461,0,10,10
19462,0,10,10
19463,0,10,10
19464,0,8,8
19465,0,9,9
19466,0,7,7
19467,0,7,7
19468,0,7,7
19469,0,8,8
19470,0,6,6
19471,0,7,7
19472,0,6,6
19473,0,7,7
19474,0,7,7
19475,0,6,6
19476,0,6,6
19477,0,7,7
19478,0,6,6
19479,0,6,6
19480,0,6,6
19481,0,7,7
19482,0,5,5
19483,0,5,5
19484,1,5,6
19485,1,5,6
19486,0,5,5
19487,0,6,6
19488,0,7,7
19489,0,8,8
19490,0,6,6
19491,0,6,6
19492,0,7,7
19493,0,8,8
19494,0,7,7
19495,0,8,8
19496,0,8,8
19497,0,7,7
19498,0,8,8
19499,0,8,8
19500,0,8,8
19501,0,6,6
19502,0,6,6
19503,0,6,6
19504,0,7,7
19505,0,7,7
19506,0,6,6
19507,0,6,6
19508,0,7,7
19509,0,8,8
19510,0,6,6
19511,0,6,6
19512,0,7,7
19513,0,6,6
19514,0,7,7
19515,0,7,7
19516,0,7,7
19517,0,6,6
19518,0,6,6
19519,0,6,6
19520,1,6,7
19521,0,6,6
19522,0,6,6
19523,0,5,5
19524,0,6,6
19525,0,7,7
19526,0,7,7
19527,0,5,5
19528,0,5,5
19529,0,5,5
19530,0,5,5
19531,0,4,4
19532,0,4,4
19533,0,2,2
19534,0,2,2
19535,1,2,3
19536,0,2,2
19537,0,2,2
19538,1,2,3
19539,1,2,3
19540,1,2,3
19541,1,3,4
19542,0,3,3
19543,0,3,3
19544,0,2,2
19545,0,2,2
19546,0,3,3
19547,0,1,1
19548,0,2,2
19549,0,3,3
19550,0,2,2
19551,0,2,2
19552,0,3,3
19553,0,3,3
19554,0,3,3
19555,0,3,3
19556,0,3,3
19557,0,2,2
19558,0,2,2
19559,0,3,3
19560,0,2,2
19561,0,3,3
19562,0,2,2
19563,0,3,3
19564,0,2,2
19565,0,2,2
19566,0,3,3
19567,0,3,3
19568,0,4,4
19569,0,4,4
19570,0,3,3
19571,0,4,4
19572,0,4,4
19573,0,3,3
19574,0,4,4
19575,0,4,4
19576,0,3,3
19577,0,3,3
19578,0,3,3
19579,0,3,3
19580,0,3,3
19581,1,3,4
19582,0,3,3
19583,0,3,3
19584,0,4,4
19585,0,5,5
19586,0,5,5
19587,0,6,6
19588,0,7,7
19589,0,7,7
19590,0,7,7
19591,0,7,7
19592,0,7,7
19593,0,7,7
19594,0,6,6
19595,0,6,6
19596,0,7,7
19597,0,6,6
19598,0,7,7
19599,0,7,7
19600,0,7,7
19601,0,7,7
19602,0,6,6
19603,0,7,7
19604,0,7,7
19605,0,7,7
19606,0,6,6
19607,0,6,6
19608,0,5,5
19609,0,5,5
19610,0,5,5
19611,0,5,5
19612,0,5,5
19613,0,5,5
19614,0,5,5
19615,0,5,5
19616,0,5,5
19617,0,6,6
19618,0,5,5
19619,0,6,6
19620,0,7,7
19621,0,7,7
19622,0,7,7
19623,0,8,8
19624,0,8,8
19625,0,9,9
19626,0,9,9
19627,0,9,9
19628,0,9,9
19629,0,10,10
19630,0,9,9
19631,0,10,10
19632,0,9,9
19633,0,9,9
19634,0,10,10
19635,0,8,8
19636,0,9,9
19637,0,10,10
19638,0,11,11
19639,0,11,11
19640,0,11,11
19641,0,12,12
19642,0,13,13
19643,0,14,14
19644,0,12,12
19645,1,12,13
19646,0,12,12
19647,0,12,12
19648,0,10,10
19649,0,11,11
19650,0,11,11
19651,0,10,10
19652,0,10,10
19653,0,10,10
19654,0,10,10
19655,0,11,11
19656,0,11,11
19657,0,11,11
19658,0,9,9
19659,0,9,9
19660,0,9,9
19661,0,9,9
19662,0,9,9
19663,0,10,10
19664,0,11,11
19665,0,12,12
19666,0,12,12
19667,0,12,12
19668,0,11,11
19669,0,11,11
19670,0,12,12
19671,0,11,11
19672,0,12,12
19673,0,13,13
19674,0,13,13
19675,0,12,12
19676,1,12,13
19677,0,12,12
19678,0,12,12
19679,0,13,13
19680,0,13,13
19681,0,14,14
19682,0,15,15
19683,0,14,14
19684,0,15,15
19685,0,16,16
19686,0,14,14
19687,0,15,15
19688,0,15,15
19689,0,14,14
19690,0,14,14
19691,0,15,15
19692,0,15,15
19693,0,13,13
19694,0,14,14
19695,0,14,14
19696,0,14,14
19697,0,13,13
19698,0,13,13
19699,1,13,14
19700,0,14,14
19701,0,14,14
19702,0,14,14
19703,0,12,12
19704,0,12,12
19705,0,6,6
19706,0,7,7
19707,0,7,7
19708,0,7,7
19709,0,7,7
19710,0,7,7
19711,0,7,7
19712,0,6,6
19713,1,6,7
19714,1,7,8
19715,0,8,8
19716,0,8,8
19717,0,8,8
19718,0,8,8
19719,0,8,8
19720,0,8,8
19721,0,8,8
19722,0,8,8
19723,0,6,6
19724,0,6,6
19725,0,6,6
19726,0,4,4
19727,0,5,5
19728,0,5,5
19729,0,4,4
19730,0,5,5
19731,0,4,4
19732,0,4,4
19733,0,4,4
19734,0,1,1
19735,0,2,2
19736,0,3,3
19737,0,3,3
19738,0,2,2
19739,0,3,3
19740,0,4,4
19741,0,3,3
19742,0,4,4
19743,0,3,3
19744,0,4,4
19745,0,5,5
19746,0,4,4
19747,0,4,4
19748,0,4,4
19749,0,4,4
19750,0,4,4
19751,0,3,3
19752,0,3,3
19753,0,3,3
19754,0,2,2
19755,0,3,3
19756,0,3,3
19757,0,3,3
19758,0,3,3
19759,0,3,3
19760,0,3,3
19761,0,4,4
19762,0,4,4
19763,0,3,3
19764,0,4,4
19765,0,4,4
19766,0,4,4
19767,0,4,4
19768,0,1,1
19769,0,2,2
19770,1,2,3
19771,1,3,4
19772,0,3,3
19773,0,3,3
19774,0,4,4
19775,0,4,4
19776,0,3,3
19777,0,3,3
19778,0,4,4
19779,0,3,3
19780,0,3,3
19781,0,2,2
19782,0,3,3
19783,0,2,2
19784,0,2,2
19785,0,2,2
19786,0,2,2
19787,0,2,2
19788,0,2,2
19789,0,3,3
19790,0,1,1
19791,0,2,2
19792,0,2,2
19793,0,2,2
19794,0,3,3
19795,0,3,3
19796,0,3,3
19797,0,4,4
19798,0,4,4
19799,0,4,4
19800,0,4,4
19801,0,4,4
19802,0,4,4
19803,0,3,3
19804,0,3,3
19805,0,4,4
19806,0,3,3
19807,0,4,4
19808,0,4,4
19809,0,5,5
19810,0,6,6
19811,0,5,5
19812,0,5,5
19813,0,5,5
19814,0,6,6
19815,0,5,5
19816,0,5,5
19817,0,5,5
19818,0,3,3
19819,0,3,3
19820,0,3,3
19821,0,3,3
19822,1,3,4
19823,1,3,4
19824,0,3,3
19825,0,3,3
19826,0,4,4
19827,0,4,4
19828,0,4,4
19829,0,5,5
19830,0,3,3
19831,0,4,4
19832,1,4,5
19833,1,4,5
19834,0,4,4
19835,0,4,4
19836,0,5,5
19837,0,5,5
19838,0,5,5
19839,0,4,4
19840,0,4,4
19841,1,4,5
19842,0,5,5
19843,0,6,6
19844,0,6,6
19845,0,6,6
19846,0,7,7
19847,0,7,7
19848,0,6,6
19849,0,7,7
19850,0,6,6
19851,0,6,6
19852,0,6,6
19853,0,5,5
19854,0,5,5
19855,0,4,4
19856,0,5,5
19857,0,5,5
19858,0,5,5
19859,0,5,5
19860,0,5,5
19861,0,5,5
19862,0,5,5
19863,0,5,5
19864,0,4,4
19865,0,5,5
19866,0,6,6
19867,0,6,6
19868,0,4,4
19869,0,4,4
19870,0,4,4
19871,0,3,3
19872,0,4,4
19873,1,4,5
19874,0,4,4
19875,0,4,4
19876,0,5,5
19877,0,5,5
19878,0,3,3
19879,0,4,4
19880,0,3,3
19881,0,3,3
19882,0,3,3
19883,0,3,3
19884,0,3,3
19885,0,3,3
19886,0,3,3
19887,0,3,3
19888,0,2,2
19889,0,2,2
19890,0,3,3
19891,0,4,4
19892,0,3,3
19893,0,3,3
19894,0,3,3
19895,0,3,3
19896,0,2,2
19897,0,2,2
19898,0,1,1
19899,0,2,2
19900,0,2,2
19901,0,1,1
19902,0,1,1
19903,0,2,2
19904,0,3,3
19905,0,3,3
19906,0,3,3
19907,0,4,4
19908,0,4,4
19909,0,4,4
19910,0,4,4
19911,0,4,4
19912,0,4,4
19913,0,5,5
19914,0,4,4
19915,0,5,5
19916,0,5,5
19917,0,6,6
19918,0,5,5
19919,0,5,5
19920,0,5,5
19921,0,5,5
19922,0,5,5
19923,0,5,5
19924,0,6,6
19925,0,5,5
19926,0,5,5
19927,0,4,4
19928,0,5,5
19929,0,6,6
19930,0,5,5
19931,0,6,6
19932,0,5,5
19933,0,5,5
19934,1,5,6
19935,0,5,5
19936,0,5,5
19937,0,5,5
19938,0,4,4
19939,0,4,4
19940,0,4,4
19941,0,5,5
19942,0,5,5
19943,0,4,4
19944,0,5,5
19945,0,4,4
19946,0,5,5
19947,0,5,5
19948,0,4,4
19949,0,4,4
19950,0,3,3
19951,0,4,4
19952,0,4,4
19953,0,4,4
19954,0,2,2
19955,1,2,3
19956,0,2,2
19957,0,2,2
19958,0,2,2
19959,0,2,2
19960,0,1,1
19961,0,1,1
19962,0,2,2
19963,0,2,2
19964,0,2,2
19965,0,3,3
19966,0,2,2
19967,0,2,2
19968,0,3,3
19969,0,2,2
19970,0,3,3
19971,0,3,3
19972,0,3,3
19973,0,2,2
19974,0,2,2
19975,0,2,2
19976,0,2,2
19977,0,2,2
19978,0,3,3
19979,0,1,1
19980,0,1,1
19981,0,2,2
19982,0,2,2
19983,0,2,2
19984,0,2,2
19985,0,2,2
19986,0,1,1
19987,0,1,1
19988,0,0,0
19989,0,1,1
19990,0,0,0
19991,0,0,0
19992,0,0,0
19993,0,0,0
19994,0,0,0
19995,0,0,0
19996,0,0,0
19997,0,0,0
19998,0,0,0
19999,0,0,0
20000,0,0,0
20001,0,0,0
20002,0,0,0
20003,0,0,0
20004,0,0,0
20005,0,1,1
20006,0,0,0
20007,0,0,0
20008,0,0,0
20009,0,0,0
20010,0,0,0
20011,0,1,1
20012,0,0,0
20013,0,1,1
20014,0,2,2
20015,0,1,1
20016,0,2,2
20017,0,1,1
20018,0,2,2
20019,0,1,1
20020,0,2,2
20021,0,2,2
20022,0,2,2
20023,0,1,1
20024,0,1,1
20025,0,1,1
20026,0,1,1
20027,0,1,1
20028,0,1,1
20029,0,1,1
20030,0,1,1
20031,0,1,1
20032,0,0,0
20033,0,0,0
20034,0,0,0
20035,0,0,0
20036,0,0,0
20037,0,0,0
20038,0,0,0
20039,0,0,0
20040,0,0,0
20041,0,0,0
20042,0,0,0
20043,0,0,0
20044,0,0,0
20045,0,1,1
20046,0,2,2
20047,0,1,1
20048,0,1,1
20049,0,1,1
20050,0,1,1
20051,0,1,1
20052,0,1,1
20053,0,1,1
20054,0,0,0
20055,0,1,1
20056,0,0,0
20057,0,1,1
20058,0,1,1
20059,0,1,1
20060,0,2,2
20061,0,1,1
20062,0,1,1
20063,0,0,0
20064,0,0,0
20065,0,0,0
20066,0,0,0
20067,0,0,0
20068,0,0,0
20069,0,1,1
20070,0,1,1
20071,0,1,1
20072,0,1,1
20073,0,2,2
20074,0,1,1
20075,0,1,1
20076,0,1,1
20077,0,1,1
20078,0,0,0
20079,0,1,1
20080,0,0,0
20081,0,1,1
20082,0,2,2
20083,0,2,2
20084,0,3,3
20085,0,2,2
20086,0,2,2
20087,0,2,2
20088,0,2,2
20089,0,2,2
20090,0,2,2
20091,0,2,2
20092,0,3,3
20093,0,2,2
20094,1,2,3
20095,1,2,3
20096,0,2,2
20097,0,3,3
20098,0,4,4
20099,0,2,2
20100,0,2,2
20101,0,2,2
20102,0,3,3
20103,0,3,3
20104,0,3,3
20105,0,3,3
20106,0,3,3
20107,0,3,3
20108,0,3,3
20109,0,3,3
20110,0,3,3
20111,0,4,4
20112,0,5,5
20113,0,5,5
20114,0,6,6
20115,0,7,7
20116,0,6,6
20117,0,7,7
20118,0,8,8
20119,0,8,8
20120,0,9,9
20121,0,9,9
20122,0,9,9
20123,1,9,10
20124,1,9,10
20125,0,10,10
20126,0,10,10
20127,0,10,10
20128,0,10,10
20129,0,9,9
20130,1,9,10
20131,1,10,11
20132,1,10,11
20133,0,10,10
20134,0,10,10
20135,0,10,10
20136,0,10,10
20137,0,11,11
20138,0,11,11
20139,0,9,9
20140,0,10,10
20141,0,10,10
20142,0,10,10
20143,0,8,8
20144,0,8,8
20145,0,9,9
20146,0,9,9
20147,0,8,8
20148,0,8,8
20149,0,8,8
20150,0,8,8
20151,0,8,8
20152,0,8,8
20153,0,8,8
20154,0,8,8
20155,0,8,8
20156,0,9,9
20157,0,7,7
20158,0,8,8
20159,0,8,8
20160,0,8,8
20161,0,8,8
20162,0,6,6
20163,0,6,6
20164,0,7,7
20165,0,7,7
20166,1,7,8
20167,1,8,9
20168,1,8,9
20169,1,8,9
20170,0,9,9
20171,0,9,9
20172,0,9,9
20173,0,9,9
20174,0,9,9
20175,0,10,10
20176,0,6,6
20177,0,7,7
20178,0,7,7
20179,0,6,6
20180,0,7,7
20181,0,7,7
20182,0,7,7
20183,0,7,7
20184,0,7,7
20185,0,7,7
20186,0,7,7
20187,0,5,5
20188,0,5,5
20189,0,4,4
20190,0,4,4
20191,0,4,4
20192,0,4,4
20193,0,5,5
20194,0,5,5
20195,0,6,6
20196,0,7,7
20197,0,7,7
20198,0,8,8
20199,0,7,7
20200,0,7,7
20201,0,8,8
20202,0,7,7
20203,0,8,8
20204,0,9,9
20205,0,8,8
20206,0,8,8
20207,0,8,8
20208,0,9,9
20209,0,6,6
20210,0,6,6
20211,0,7,7
20212,0,6,6
20213,1,6,7
20214,1,7,8
20215,0,7,7
20216,0,7,7
20217,0,8,8
20218,0,8,8
20219,0,8,8
20220,0,8,8
20221,0,9,9
20222,0,9,9
20223,0,9,9
20224,0,8,8
20225,0,9,9
20226,0,9,9
20227,0,10,10
20228,0,11,11
20229,0,12,12
20230,0,12,12
20231,0,11,11
20232,1,11,12
20233,0,12,12
20234,0,13,13
20235,0,14,14
20236,0,14,14
20237,0,15,15
20238,0,16,16
20239,0,16,16
20240,0,16,16
20241,0,13,13
20242,0,13,13
20243,0,13,13
20244,0,13,13
20245,0,14,14
20246,0,14,14
20247,0,15,15
20248,0,14,14
20249,0,14,14
20250,0,14,14
20251,1,14,15
20252,1,15,16
20253,0,16,16
20254,0,16,16
20255,0,17,17
20256,0,17,17
20257,0,16,16
20258,0,16,16
20259,0,17,17
20260,0,16,16
20261,0,16,16
20262,0,17,17
20263,0,16,16
20264,0,16,16
20265,0,17,17
20266,0,17,17
20267,0,17,17
20268,0,18,18
20269,0,18,18
20270,0,16,16
20271,0,16,16
20272,0,16,16
20273,0,16,16
20274,0,16,16
20275,0,16,16
20276,1,16,17
20277,1,17,18
20278,0,17,17
20279,0,17,17
20280,0,10,10
20281,0,10,10
20282,0,11,11
20283,0,11,11
20284,0,11,11
20285,0,11,11
20286,0,12,12
20287,0,7,7
20288,0,8,8
20289,0,8,8
20290,0,9,9
20291,0,8,8
20292,0,8,8
20293,0,7,7
20294,0,7,7
20295,0,6,6
20296,0,7,7
20297,0,7,7
20298,0,6,6
20299,0,7,7
20300,0,7,7
20301,0,7,7
20302,0,7,7
20303,0,7,7
20304,0,6,6
20305,0,6,6
20306,0,5,5
20307,0,5,5
20308,0,4,4
20309,0,4,4
20310,0,3,3
20311,1,3,4
20312,1,4,5
20313,1,4,5
20314,0,5,5
20315,1,5,6
20316,2,5,7
20317,1,5,6
20318,1,5,6
20319,0,5,5
20320,0,6,6
20321,0,6,6
20322,0,6,6
20323,0,6,6
20324,0,7,7
20325,0,7,7
20326,0,6,6
20327,0,6,6
20328,0,5,5
20329,0,5,5
20330,0,5,5
20331,0,5,5
20332,1,5,6
20333,1,5,6
20334,1,6,7
20335,1,6,7
20336,0,7,7
20337,0,8,8
20338,0,8,8
20339,0,5,5
20340,0,6,6
20341,0,6,6
20342,0,5,5
20343,0,6,6
20344,0,6,6
20345,0,5,5
20346,0,6,6
20347,0,6,6
20348,0,4,4
20349,0,4,4
20350,0,3,3
20351,0,4,4
20352,0,4,4
20353,0,4,4
20354,0,5,5
20355,1,5,6
20356,1,6,7
20357,1,6,7
20358,0,5,5
20359,0,5,5
20360,0,5,5
20361,0,5,5
20362,0,5,5
20363,0,6,6
20364,0,6,6
20365,0,7,7
20366,0,8,8
20367,0,8,8
20368,0,8,8
20369,0,8,8
20370,0,8,8
20371,0,8,8
20372,0,9,9
20373,0,9,9
20374,0,9,9
20375,0,9,9
20376,0,9,9
20377,0,8,8
20378,0,9,9
20379,0,10,10
20380,0,10,10
20381,0,11,11
20382,0,8,8
20383,0,8,8
20384,0,8,8
20385,0,6,6
20386,0,6,6
20387,0,6,6
20388,0,7,7
20389,0,7,7
20390,0,5,5
20391,0,5,5
20392,0,3,3
20393,0,4,4
20394,0,4,4
20395,0,3,3
20396,0,3,3
20397,0,4,4
20398,0,4,4
20399,0,4,4
20400,0,2,2
20401,0,3,3
20402,0,3,3
20403,0,4,4
20404,0,4,4
20405,0,4,4
20406,0,3,3
20407,0,3,3
20408,1,3,4
20409,1,3,4
20410,0,3,3
20411,0,3,3
20412,1,3,4
20413,0,4,4
20414,0,4,4
20415,0,4,4
20416,0,5,5
20417,0,4,4
20418,0,5,5
20419,0,4,4
20420,0,4,4
20421,0,4,4
20422,0,4,4
20423,0,4,4
20424,0,3,3
20425,1,3,4
20426,1,3,4
20427,1,3,4
20428,0,4,4
20429,0,4,4
20430,0,4,4
20431,0,2,2
20432,0,2,2
20433,0,2,2
20434,0,2,2
20435,0,2,2
20436,1,2,3
20437,1,2,3
20438,0,2,2
20439,0,2,2
20440,0,2,2
20441,0,3,3
20442,0,2,2
20443,0,2,2
20444,0,3,3
20445,0,1,1
20446,0,1,1
20447,0,1,1
20448,0,1,1
20449,0,2,2
20450,0,1,1
20451,0,2,2
20452,0,2,2
20453,0,2,2
20454,0,2,2
