41,0,0,0,0
42,0,0,0,0
43,0,0,0,0
41,1,0,0,0
42,1,0,0,0
43,1,0,0,0
41,2,0,0,0
42,2,0,0,0
43,2,0,0,0
41,3,0,0,0
42,3,0,0,0
43,3,0,0,0
41,4,0,0,0
42,4,0,0,0
43,4,0,0,0
41,5,0,0,0
42,5,0,0,0
43,5,0,0,0
41,6,0,0,0
42,6,0,0,0
43,6,0,0,0
41,7,0,0,0
42,7,0,0,0
43,7,0,0,0
41,8,0,0,0
42,8,0,0,0
43,8,0,0,0
41,9,0,1,1
42,9,0,0,0
43,9,0,0,0
41,10,0,0,0
42,10,0,0,0
43,10,0,0,0
41,11,0,0,0
42,11,0,0,0
43,11,0,0,0
41,12,0,1,1
42,12,0,0,0
43,12,0,0,0
41,13,0,1,1
42,13,0,0,0
43,13,0,0,0
41,14,0,0,0
42,14,0,0,0
43,14,0,0,0
41,15,0,0,0
42,15,0,0,0
43,15,0,0,0
41,16,0,0,0
42,16,0,0,0
43,16,0,0,0
41,17,0,0,0
42,17,0,0,0
43,17,0,0,0
41,18,0,0,0
42,18,0,0,0
43,18,0,0,0
41,19,0,0,0
42,19,0,0,0
43,19,0,0,0
41,20,0,0,0
42,20,0,0,0
43,20,0,0,0
41,21,0,0,0
42,21,0,0,0
43,21,0,0,0
41,22,0,0,0
42,22,0,0,0
43,22,0,0,0
41,23,0,0,0
42,23,0,0,0
43,23,0,0,0
41,24,0,0,0
42,24,0,0,0
43,24,0,0,0
41,25,0,0,0
42,25,0,0,0
43,25,0,0,0
41,26,0,0,0
42,26,0,0,0
43,26,0,0,0
41,27,0,0,0
42,27,0,0,0
43,27,0,0,0
41,28,0,0,0
42,28,0,0,0
43,28,0,0,0
41,29,0,0,0
42,29,0,0,0
43,29,0,0,0
41,30,0,0,0
42,30,0,0,0
43,30,0,0,0
41,31,0,0,0
42,31,0,0,0
43,31,0,0,0
41,32,0,0,0
42,32,0,0,0
43,32,0,0,0
41,33,0,0,0
42,33,0,0,0
43,33,0,0,0
41,34,0,0,0
42,34,0,0,0
43,34,0,0,0
41,35,0,0,0
42,35,0,0,0
43,35,0,0,0
41,36,0,0,0
42,36,0,0,0
43,36,0,0,0
41,37,0,0,0
42,37,0,0,0
43,37,0,0,0
41,38,0,0,0
42,38,0,0,0
43,38,0,0,0
41,39,0,0,0
42,39,0,0,0
43,39,0,0,0
41,40,0,0,0
42,40,0,0,0
43,40,0,0,0
41,41,0,0,0
42,41,0,0,0
43,41,0,0,0
41,42,0,0,0
42,42,0,0,0
43,42,0,0,0
41,43,0,0,0
42,43,0,0,0
43,43,0,0,0
41,44,0,0,0
42,44,0,0,0
43,44,0,0,0
41,45,0,0,0
42,45,0,0,0
43,45,0,0,0
41,46,0,0,0
42,46,0,0,0
43,46,0,0,0
41,47,0,0,0
42,47,0,0,0
43,47,0,0,0
41,48,0,0,0
42,48,0,0,0
43,48,0,0,0
41,49,0,0,0
42,49,0,0,0
43,49,0,0,0
41,50,0,0,0
42,50,0,0,0
43,50,0,0,0
41,51,0,0,0
42,51,0,0,0
43,51,0,0,0
41,52,0,0,0
42,52,0,0,0
43,52,0,0,0
41,53,0,0,0
42,53,0,0,0
43,53,0,0,0
41,54,0,0,0
42,54,0,0,0
43,54,0,0,0
41,55,0,0,0
42,55,0,0,0
43,55,0,0,0
41,56,0,0,0
42,56,0,0,0
43,56,0,0,0
41,57,0,0,0
42,57,0,0,0
43,57,0,0,0
41,58,0,1,1
42,58,0,0,0
43,58,0,0,0
41,59,0,0,0
42,59,0,0,0
43,59,0,0,0
41,60,0,0,0
42,60,0,0,0
43,60,0,0,0
41,61,0,1,1
42,61,0,0,0
43,61,0,0,0
41,62,0,1,1
42,62,0,0,0
43,62,0,0,0
41,63,0,0,0
42,63,0,0,0
43,63,0,0,0
41,64,0,0,0
42,64,0,0,0
43,64,0,0,0
41,65,0,1,1
42,65,0,0,0
43,65,0,0,0
41,66,0,0,0
42,66,0,0,0
